epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5055000185966492,2.10675048828125,0.001,0.5090000033378601,1.856048345565796
1,0.5127500295639038,1.6988987922668457,0.001,0.5090000033378601,1.5075855255126953
2,0.512499988079071,1.390803337097168,0.001,0.5090000033378601,1.2506186962127686
3,0.5132499933242798,1.1661157608032227,0.001,0.5090000033378601,1.0662504434585571
4,0.527999997138977,1.0065662860870361,0.001,0.5090000033378601,0.9375211596488953
5,0.5525000095367432,0.8944035172462463,0.001,0.5509999990463257,0.846329927444458
6,0.5795000195503235,0.8132583498954773,0.001,0.6129999756813049,0.7781516909599304
7,0.6445000171661377,0.7514114379882812,0.001,0.6959999799728394,0.7227035164833069
8,0.7072499990463257,0.694782018661499,0.001,0.7440000176429749,0.6750972867012024
9,0.7570000290870667,0.6476093530654907,0.001,0.7519999742507935,0.6367276906967163
10,0.796500027179718,0.6066461205482483,0.001,0.7559999823570251,0.6084291934967041
11,0.8195000290870667,0.5702167749404907,0.001,0.7929999828338623,0.580668568611145
12,0.8382499814033508,0.5418111085891724,0.001,0.796999990940094,0.5620160102844238
13,0.8535000085830688,0.518523097038269,0.001,0.8090000152587891,0.5482428073883057
14,0.8647500276565552,0.5004067420959473,0.001,0.7839999794960022,0.5472925901412964
15,0.8730000257492065,0.47894683480262756,0.001,0.8100000023841858,0.5306993722915649
16,0.8867499828338623,0.46063557267189026,0.001,0.800000011920929,0.5319713354110718
17,0.8974999785423279,0.4408886432647705,0.001,0.8059999942779541,0.5187962651252747
18,0.909250020980835,0.4279126524925232,0.001,0.7990000247955322,0.5269503593444824
19,0.9107499718666077,0.41271209716796875,0.001,0.8100000023841858,0.5144954919815063
20,0.9190000295639038,0.3973221182823181,0.001,0.8059999942779541,0.5197828412055969
21,0.9337499737739563,0.37730488181114197,0.001,0.8149999976158142,0.5093730092048645
22,0.9427499771118164,0.36209625005722046,0.001,0.7990000247955322,0.5161715149879456
23,0.9539999961853027,0.3433259129524231,0.001,0.8109999895095825,0.5067493319511414
24,0.9520000219345093,0.3384785056114197,0.001,0.8090000152587891,0.5062791109085083
25,0.9549999833106995,0.32505685091018677,0.001,0.8040000200271606,0.5139443278312683
26,0.9605000019073486,0.3112536370754242,0.001,0.7960000038146973,0.5167182683944702
27,0.9635000228881836,0.300466924905777,0.001,0.7940000295639038,0.5361714959144592
28,0.9702500104904175,0.2859295606613159,0.00020000001,0.8019999861717224,0.5215756297111511
29,0.9725000262260437,0.2767293155193329,0.00020000001,0.7950000166893005,0.517699122428894
30,0.9754999876022339,0.271028608083725,0.00020000001,0.7979999780654907,0.5221750140190125
31,0.9754999876022339,0.2698787450790405,4.0000003e-05,0.796999990940094,0.5217595100402832
32,0.9767500162124634,0.26798778772354126,4.0000003e-05,0.7950000166893005,0.5237910151481628
33,0.9767500162124634,0.2660565674304962,4.0000003e-05,0.796999990940094,0.5213438868522644
34,0.9772499799728394,0.26513218879699707,1e-05,0.796999990940094,0.5216237902641296
35,0.9769999980926514,0.2651914954185486,1e-05,0.7960000038146973,0.5215626358985901
36,0.9777500033378601,0.2656712532043457,1e-05,0.7950000166893005,0.5221447944641113
37,0.9769999980926514,0.2667553126811981,1e-05,0.7940000295639038,0.5226254463195801
38,0.9769999980926514,0.26563048362731934,1e-05,0.7940000295639038,0.5221987366676331
39,0.9772499799728394,0.2604810297489166,1e-05,0.7950000166893005,0.5217372179031372
40,0.9764999747276306,0.2624533772468567,1e-05,0.7929999828338623,0.5221555829048157
41,0.9769999980926514,0.2668536603450775,1e-05,0.7929999828338623,0.5225197672843933
42,0.9769999980926514,0.2636805772781372,1e-05,0.7940000295639038,0.5221860408782959
43,0.9769999980926514,0.26652294397354126,1e-05,0.7940000295639038,0.5217946767807007
44,0.9787499904632568,0.26280882954597473,1e-05,0.7940000295639038,0.5217205882072449
45,0.9772499799728394,0.2641436457633972,1e-05,0.7940000295639038,0.5224556922912598
46,0.9767500162124634,0.2647657096385956,1e-05,0.7929999828338623,0.5218861103057861
47,0.9777500033378601,0.2643772065639496,1e-05,0.7950000166893005,0.5212510824203491
48,0.9789999723434448,0.26417967677116394,1e-05,0.7940000295639038,0.5213146805763245
49,0.9760000109672546,0.2627864480018616,1e-05,0.7929999828338623,0.5221889615058899
50,0.9787499904632568,0.2598525881767273,1e-05,0.7929999828338623,0.5222694277763367
51,0.9777500033378601,0.26349151134490967,1e-05,0.7929999828338623,0.522013783454895
52,0.9777500033378601,0.2634744644165039,1e-05,0.7929999828338623,0.5216349959373474
53,0.9782500267028809,0.2628980576992035,1e-05,0.7929999828338623,0.5216332077980042
54,0.9787499904632568,0.26153478026390076,1e-05,0.7940000295639038,0.5224359631538391
55,0.9779999852180481,0.25931668281555176,1e-05,0.7929999828338623,0.521561861038208
56,0.9772499799728394,0.26191088557243347,1e-05,0.7940000295639038,0.5214913487434387
57,0.9772499799728394,0.2591942548751831,1e-05,0.7950000166893005,0.5211237668991089
58,0.9782500267028809,0.26213929057121277,1e-05,0.7929999828338623,0.5219839811325073
59,0.9762499928474426,0.2623986601829529,1e-05,0.7929999828338623,0.5219622254371643
60,0.9787499904632568,0.26047399640083313,1e-05,0.7940000295639038,0.5214260220527649
61,0.9782500267028809,0.25957512855529785,1e-05,0.7950000166893005,0.5212563276290894
62,0.9794999957084656,0.2619832754135132,1e-05,0.7950000166893005,0.522205650806427
63,0.9787499904632568,0.25789809226989746,1e-05,0.7950000166893005,0.5210129618644714
64,0.9789999723434448,0.2611144483089447,1e-05,0.7950000166893005,0.5208684206008911
65,0.9779999852180481,0.26043227314949036,1e-05,0.7940000295639038,0.5217578411102295
66,0.9787499904632568,0.2627275288105011,1e-05,0.7950000166893005,0.5216893553733826
67,0.9785000085830688,0.2600249648094177,1e-05,0.7940000295639038,0.5220755338668823
68,0.9775000214576721,0.26135748624801636,1e-05,0.7950000166893005,0.5210945010185242
69,0.9800000190734863,0.25598597526550293,1e-05,0.7950000166893005,0.5209494829177856
70,0.9794999957084656,0.2595166265964508,1e-05,0.7929999828338623,0.5219878554344177
71,0.9785000085830688,0.25805461406707764,1e-05,0.7950000166893005,0.520965039730072
72,0.9797499775886536,0.26169493794441223,1e-05,0.7940000295639038,0.5215715169906616
73,0.9782500267028809,0.260896772146225,1e-05,0.7950000166893005,0.5213886499404907
74,0.9800000190734863,0.25957778096199036,1e-05,0.7960000038146973,0.5212181210517883
75,0.9782500267028809,0.26053205132484436,1e-05,0.7960000038146973,0.5211212635040283
76,0.9794999957084656,0.2567085921764374,1e-05,0.7950000166893005,0.5212395191192627
77,0.9804999828338623,0.2598859369754791,1e-05,0.7940000295639038,0.5211855173110962
78,0.9785000085830688,0.2577289342880249,1e-05,0.7960000038146973,0.5210152864456177
79,0.9762499928474426,0.2587655782699585,1e-05,0.7919999957084656,0.5215392112731934
80,0.9794999957084656,0.2574344575405121,1e-05,0.7960000038146973,0.5210994482040405
81,0.9794999957084656,0.26051852107048035,1e-05,0.7960000038146973,0.5210091471672058
82,0.9787499904632568,0.25744667649269104,1e-05,0.7940000295639038,0.5212077498435974
83,0.9789999723434448,0.25976935029029846,1e-05,0.7929999828338623,0.521148681640625
84,0.9802500009536743,0.25793585181236267,1e-05,0.7940000295639038,0.5211126804351807
85,0.9789999723434448,0.2576330602169037,1e-05,0.7950000166893005,0.520850419998169
86,0.9800000190734863,0.25668931007385254,1e-05,0.7929999828338623,0.5212494134902954
87,0.9792500138282776,0.25649964809417725,1e-05,0.7929999828338623,0.5210713148117065
88,0.9792500138282776,0.25710272789001465,1e-05,0.7950000166893005,0.520628035068512
89,0.9787499904632568,0.25782427191734314,1e-05,0.7929999828338623,0.5213379263877869
90,0.9797499775886536,0.2556489109992981,1e-05,0.796999990940094,0.5200150609016418
91,0.9797499775886536,0.25739383697509766,1e-05,0.7929999828338623,0.5213301777839661
92,0.9800000190734863,0.2562062442302704,1e-05,0.7929999828338623,0.5211763381958008
93,0.9800000190734863,0.255893737077713,1e-05,0.7940000295639038,0.5206418037414551
94,0.9792500138282776,0.2577137053012848,1e-05,0.7929999828338623,0.5211488604545593
95,0.9794999957084656,0.2577039301395416,1e-05,0.7950000166893005,0.5204468965530396
96,0.9792500138282776,0.25463443994522095,1e-05,0.7929999828338623,0.5208221673965454
97,0.9797499775886536,0.25762996077537537,1e-05,0.7929999828338623,0.5210534334182739
98,0.9800000190734863,0.25548315048217773,1e-05,0.7929999828338623,0.52064049243927
99,0.981249988079071,0.25383034348487854,1e-05,0.7929999828338623,0.5208793878555298
