epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7672798037528992,0.8391779661178589,0.001,0.8005135655403137,0.5032157301902771
1,0.8377655744552612,0.4426709711551666,0.001,0.8417353630065918,0.41763225197792053
2,0.8456040024757385,0.4183329641819,0.001,0.8570076823234558,0.38647007942199707
3,0.8519258499145508,0.40514037013053894,0.001,0.8616029024124146,0.3850818872451782
4,0.8555747270584106,0.4007815718650818,0.001,0.8616029024124146,0.38310474157333374
5,0.855049192905426,0.4018302857875824,0.001,0.8617380857467651,0.38104912638664246
6,0.8592386841773987,0.3968327045440674,0.001,0.8614677786827087,0.390709787607193
7,0.8656505942344666,0.3838323652744293,0.001,0.8371401429176331,0.4293024241924286
8,0.8639237284660339,0.38683828711509705,0.001,0.8630896210670471,0.38743382692337036
9,0.886538028717041,0.3487223982810974,0.00020000001,0.8651168942451477,0.37600305676460266
10,0.8917786478996277,0.3352069854736328,0.00020000001,0.8683605790138245,0.3709956109523773
11,0.8943614363670349,0.32796284556388855,0.00020000001,0.8690363764762878,0.36856648325920105
12,0.8991215825080872,0.3195337653160095,0.00020000001,0.8644411563873291,0.372816801071167
13,0.9011637568473816,0.31443360447883606,0.00020000001,0.859575629234314,0.3833608031272888
14,0.9072152376174927,0.30502256751060486,0.00020000001,0.8676848411560059,0.37248504161834717
15,0.9162999987602234,0.28963035345077515,4.0000003e-05,0.8683605790138245,0.37086671590805054
16,0.9183121919631958,0.2857876420021057,4.0000003e-05,0.8682254552841187,0.37073788046836853
17,0.9199639558792114,0.2833467125892639,4.0000003e-05,0.8675496578216553,0.3722112774848938
18,0.9225467443466187,0.27836087346076965,1e-05,0.8686308860778809,0.3703615069389343
19,0.9229822158813477,0.27890199422836304,1e-05,0.8686308860778809,0.3706774115562439
20,0.9231924414634705,0.27680501341819763,1e-05,0.8691715002059937,0.3705431818962097
21,0.9237930774688721,0.2765474021434784,1e-05,0.8682254552841187,0.37169328331947327
22,0.9246039390563965,0.27585962414741516,1e-05,0.8689011931419373,0.3708481788635254
23,0.9239432215690613,0.2754254937171936,1e-05,0.8689011931419373,0.3707873523235321
24,0.9250694513320923,0.27357053756713867,1e-05,0.8683605790138245,0.37129732966423035
25,0.9248892664909363,0.27452483773231506,1e-05,0.8682254552841187,0.3711598813533783
26,0.9253397583961487,0.2733737826347351,1e-05,0.8687660694122314,0.3714465796947479
27,0.9259103536605835,0.27230799198150635,1e-05,0.8679551482200623,0.37174293398857117
28,0.9261806607246399,0.27247610688209534,1e-05,0.8686308860778809,0.37161901593208313
29,0.9257752299308777,0.272036612033844,1e-05,0.8683605790138245,0.3717067539691925
30,0.9264809489250183,0.2709163427352905,1e-05,0.8679551482200623,0.3718471825122833
31,0.9266011118888855,0.2700139582157135,1e-05,0.8682254552841187,0.37219932675361633
32,0.9270065426826477,0.2690378725528717,1e-05,0.8680902719497681,0.3720126748085022
33,0.9269915223121643,0.2687196433544159,1e-05,0.8682254552841187,0.3720371723175049
34,0.9276973009109497,0.26835665106773376,1e-05,0.8682254552841187,0.37254583835601807
35,0.9275470972061157,0.2680388391017914,1e-05,0.8672793507575989,0.37345194816589355
36,0.9286583065986633,0.2655456066131592,1e-05,0.8666036128997803,0.37432780861854553
37,0.9287784099578857,0.2661674916744232,1e-05,0.8670090436935425,0.3738541603088379
38,0.9286883473396301,0.2649867832660675,1e-05,0.8687660694122314,0.3730837404727936
39,0.9289886355400085,0.265194296836853,1e-05,0.8672793507575989,0.37375903129577637
