epoch,accuracy,loss,val_accuracy,val_loss
0,0.641971230506897,3.4192159175872803,0.7682432532310486,1.9328455924987793
1,0.766764760017395,1.2723891735076904,0.7974324226379395,0.9938539266586304
2,0.7811345458030701,0.7630742788314819,0.811081051826477,0.6919314861297607
3,0.7820504903793335,0.6118985414505005,0.7837837934494019,0.5794089436531067
4,0.7887624502182007,0.5504236817359924,0.8155405521392822,0.4924730360507965
5,0.793777585029602,0.5235909819602966,0.8247297406196594,0.4636658728122711
6,0.7934021949768066,0.5096556544303894,0.8209459185600281,0.4563017785549164
7,0.7968407273292542,0.49883952736854553,0.8228378295898438,0.4428427219390869
8,0.7994233965873718,0.4921613335609436,0.8298648595809937,0.43640220165252686
9,0.8004144430160522,0.48706671595573425,0.8240540623664856,0.4256901144981384
10,0.7987026572227478,0.4873289167881012,0.8259459733963013,0.4306408166885376
11,0.8015406131744385,0.4832344949245453,0.8149999976158142,0.4396549165248871
12,0.8000990748405457,0.4791474938392639,0.818108081817627,0.4314395487308502
13,0.8020210862159729,0.479707807302475,0.8254054188728333,0.4179498851299286
14,0.8025616407394409,0.4778873324394226,0.8298648595809937,0.4192740023136139
15,0.8018409013748169,0.4764389991760254,0.8258107900619507,0.4269407093524933
16,0.80660080909729,0.47402724623680115,0.8335134983062744,0.4159521758556366
17,0.8057299256324768,0.4718356430530548,0.828513503074646,0.41390055418014526
18,0.8055647611618042,0.46856117248535156,0.8313513398170471,0.4088458716869354
19,0.8044835925102234,0.4687706530094147,0.8305405378341675,0.4114183783531189
20,0.8070512413978577,0.46833595633506775,0.8317567706108093,0.4081253409385681
21,0.8063154816627502,0.4675363302230835,0.8278378248214722,0.41541215777397156
22,0.8079071640968323,0.4639339745044708,0.8298648595809937,0.4126635789871216
23,0.8070812821388245,0.4674348831176758,0.7678378224372864,0.5335586071014404
24,0.8086128830909729,0.4642373323440552,0.8301351070404053,0.4070151448249817
25,0.8082825541496277,0.4636310636997223,0.832567572593689,0.4040372371673584
26,0.8096188902854919,0.46215036511421204,0.8336486220359802,0.40568292140960693
27,0.8065407276153564,0.46526995301246643,0.834324300289154,0.40648213028907776
28,0.8094837665557861,0.4594850540161133,0.8372973203659058,0.39904582500457764
29,0.8091834783554077,0.4606221616268158,0.7897297143936157,0.4608141779899597
30,0.8096939921379089,0.4601857662200928,0.8339189291000366,0.4028159976005554
31,0.8098591566085815,0.4586767852306366,0.8310810923576355,0.41556668281555176
32,0.8086279034614563,0.4613862931728363,0.8262162208557129,0.4094027876853943
33,0.8100693821907043,0.45891788601875305,0.8305405378341675,0.4007985293865204
34,0.8111054301261902,0.4579147696495056,0.832027018070221,0.4032643437385559
35,0.8098891973495483,0.4578297436237335,0.8314864635467529,0.4058859944343567
36,0.812652051448822,0.4568375051021576,0.8204054236412048,0.41851291060447693
37,0.8121715188026428,0.45569169521331787,0.8374324440956116,0.39286962151527405
38,0.8137481808662415,0.4557853937149048,0.8370270133018494,0.39116865396499634
39,0.813297688961029,0.45267415046691895,0.8148648738861084,0.4379104673862457
