epoch,accuracy,loss,val_accuracy,val_loss
0,0.49424999952316284,0.751790463924408,0.5210000276565552,0.692277729511261
1,0.49524998664855957,0.7516839504241943,0.4790000021457672,0.6940476298332214
2,0.4869999885559082,0.7483701705932617,0.4790000021457672,0.6939927935600281
3,0.49175000190734863,0.7367234826087952,0.5210000276565552,0.6917746067047119
4,0.5057500004768372,0.7264382839202881,0.4790000021457672,0.6939477920532227
5,0.4934999942779541,0.7288352251052856,0.5210000276565552,0.6899141669273376
6,0.5047500133514404,0.7281962633132935,0.593999981880188,0.6874951124191284
7,0.5077499747276306,0.7274214029312134,0.6129999756813049,0.6811336874961853
8,0.5267500281333923,0.717898428440094,0.6179999709129333,0.674541711807251
9,0.5302500128746033,0.7170303463935852,0.6290000081062317,0.6642141342163086
10,0.5712500214576721,0.688519299030304,0.7129999995231628,0.6195617914199829
11,0.6342499852180481,0.6385642290115356,0.734000027179718,0.5797969698905945
12,0.6997500061988831,0.6095483303070068,0.7390000224113464,0.5809792280197144
13,0.6980000138282776,0.610530436038971,0.75,0.5992260575294495
14,0.6957499980926514,0.5949316024780273,0.7379999756813049,0.552595853805542
15,0.7254999876022339,0.5893783569335938,0.6769999861717224,0.6045777797698975
16,0.6965000033378601,0.6086723208427429,0.7300000190734863,0.5640312433242798
17,0.7292500138282776,0.5731613039970398,0.7540000081062317,0.5341725945472717
18,0.7329999804496765,0.5656412839889526,0.7129999995231628,0.5459095239639282
19,0.6777499914169312,0.5869195461273193,0.7120000123977661,0.5568085312843323
20,0.659250020980835,0.5921782851219177,0.7080000042915344,0.5483793616294861
21,0.6779999732971191,0.5796998143196106,0.7039999961853027,0.5428290963172913
22,0.6765000224113464,0.5819283127784729,0.718999981880188,0.5381212830543518
23,0.6937500238418579,0.5700512528419495,0.734000027179718,0.5230618119239807
24,0.7170000076293945,0.5408763289451599,0.7620000243186951,0.5128896832466125
25,0.7369999885559082,0.529247522354126,0.7649999856948853,0.5126575827598572
26,0.7482500076293945,0.5276991128921509,0.7649999856948853,0.5282279253005981
27,0.7602499723434448,0.523370623588562,0.7590000033378601,0.5175023078918457
28,0.7534999847412109,0.5135486721992493,0.7689999938011169,0.5004516839981079
29,0.7555000185966492,0.5078372955322266,0.765999972820282,0.4962621033191681
30,0.7587500214576721,0.505240797996521,0.7799999713897705,0.4892995059490204
31,0.7647500038146973,0.4961223900318146,0.781000018119812,0.48478081822395325
32,0.7647500038146973,0.48992031812667847,0.7799999713897705,0.48090046644210815
33,0.7742499709129333,0.48613065481185913,0.7799999713897705,0.48320022225379944
34,0.78125,0.4759828448295593,0.7860000133514404,0.48524749279022217
35,0.7847499847412109,0.4841606318950653,0.781000018119812,0.4842571020126343
36,0.7942500114440918,0.46739715337753296,0.7879999876022339,0.4763035178184509
37,0.7919999957084656,0.46700382232666016,0.7839999794960022,0.46982142329216003
38,0.7929999828338623,0.46690380573272705,0.781000018119812,0.4681337773799896
39,0.796750009059906,0.46027496457099915,0.7929999828338623,0.4651452600955963
40,0.8042500019073486,0.44907525181770325,0.7910000085830688,0.4626617133617401
41,0.8022500276565552,0.4490228295326233,0.7940000295639038,0.4571097493171692
42,0.8065000176429749,0.4481748342514038,0.7940000295639038,0.4574764370918274
43,0.8042500019073486,0.44337528944015503,0.796999990940094,0.45161744952201843
44,0.8190000057220459,0.4388919174671173,0.800000011920929,0.44834959506988525
45,0.812250018119812,0.4278143644332886,0.8019999861717224,0.45317479968070984
46,0.812250018119812,0.4363997280597687,0.8029999732971191,0.444333553314209
47,0.8197500109672546,0.42395880818367004,0.8050000071525574,0.4435104727745056
48,0.8167499899864197,0.4210512042045593,0.8069999814033508,0.44633597135543823
49,0.8257499933242798,0.419193297624588,0.8100000023841858,0.4427374303340912
50,0.8172500133514404,0.4230330288410187,0.8019999861717224,0.44595903158187866
51,0.8234999775886536,0.4192149341106415,0.8069999814033508,0.4535064697265625
52,0.828249990940094,0.41351744532585144,0.8090000152587891,0.43587952852249146
53,0.827750027179718,0.41687458753585815,0.8050000071525574,0.44135040044784546
54,0.8247500061988831,0.4105270206928253,0.8109999895095825,0.4398438036441803
55,0.8215000033378601,0.41154614090919495,0.8140000104904175,0.4334932565689087
56,0.8322499990463257,0.40779560804367065,0.8119999766349792,0.4405021369457245
57,0.8297500014305115,0.40795475244522095,0.8130000233650208,0.4358249306678772
58,0.8335000276565552,0.401548832654953,0.8220000267028809,0.43164411187171936
59,0.8295000195503235,0.40141022205352783,0.8169999718666077,0.4404148459434509
60,0.8332499861717224,0.3940774202346802,0.8190000057220459,0.4328959584236145
61,0.8317499756813049,0.3980022072792053,0.8209999799728394,0.43535560369491577
62,0.8389999866485596,0.3960266709327698,0.8149999976158142,0.43644648790359497
63,0.8272500038146973,0.39723798632621765,0.8169999718666077,0.4339539706707001
64,0.8364999890327454,0.39239969849586487,0.8199999928474426,0.4312457740306854
65,0.8392500281333923,0.3875199556350708,0.8180000185966492,0.4278028905391693
66,0.8427500128746033,0.3864593505859375,0.8169999718666077,0.4386625289916992
67,0.8427500128746033,0.38412365317344666,0.8149999976158142,0.4383106529712677
68,0.8450000286102295,0.38033992052078247,0.8159999847412109,0.4439585208892822
69,0.8460000157356262,0.38001856207847595,0.8169999718666077,0.4304172694683075
70,0.8514999747276306,0.37730249762535095,0.8230000138282776,0.42966797947883606
71,0.8487499952316284,0.3759162425994873,0.824999988079071,0.43089523911476135
72,0.8489999771118164,0.3751753866672516,0.824999988079071,0.42576172947883606
73,0.8464999794960022,0.3751421868801117,0.824999988079071,0.42591264843940735
74,0.8579999804496765,0.3658110797405243,0.8230000138282776,0.4263934791088104
75,0.8525000214576721,0.36726635694503784,0.8230000138282776,0.42570239305496216
76,0.8550000190734863,0.36496931314468384,0.824999988079071,0.4257408380508423
77,0.8525000214576721,0.3685557246208191,0.8209999799728394,0.42483362555503845
78,0.859250009059906,0.3593672811985016,0.8230000138282776,0.43347668647766113
79,0.8612499833106995,0.3539477288722992,0.8209999799728394,0.42695820331573486
80,0.8604999780654907,0.3570161461830139,0.8240000009536743,0.4375958740711212
81,0.8579999804496765,0.35618674755096436,0.8220000267028809,0.4210294485092163
82,0.859000027179718,0.3554507791996002,0.8140000104904175,0.46162140369415283
83,0.8607500195503235,0.35743606090545654,0.8180000185966492,0.4266803562641144
84,0.8585000038146973,0.355566143989563,0.824999988079071,0.4201873242855072
85,0.8567500114440918,0.3585941195487976,0.8240000009536743,0.42720261216163635
86,0.8542500138282776,0.3556022644042969,0.8270000219345093,0.41961878538131714
87,0.8615000247955322,0.3460378050804138,0.8240000009536743,0.4350432753562927
88,0.8607500195503235,0.35274451971054077,0.8180000185966492,0.43291303515434265
89,0.8587499856948853,0.3529735207557678,0.8180000185966492,0.4258807301521301
90,0.8667500019073486,0.33921223878860474,0.8259999752044678,0.4326705038547516
91,0.8707500100135803,0.3357652425765991,0.8289999961853027,0.4280121624469757
92,0.8697500228881836,0.3388030230998993,0.8259999752044678,0.4261549711227417
93,0.8690000176429749,0.3310184180736542,0.824999988079071,0.4361765682697296
94,0.8762500286102295,0.3279132544994354,0.824999988079071,0.43312615156173706
95,0.875,0.3302011489868164,0.8220000267028809,0.44061583280563354
96,0.8767499923706055,0.324484258890152,0.8230000138282776,0.43461138010025024
97,0.878000020980835,0.3230445384979248,0.8230000138282776,0.4405759572982788
98,0.8734999895095825,0.3302270472049713,0.8209999799728394,0.44497716426849365
99,0.875249981880188,0.3269418776035309,0.824999988079071,0.4461003541946411
